cik,ticker,legal_name,nasdaq_listing_date,initial_matrix_due_date,known_company_urls,candidate_urls_top10,prior_snapshots_checked,review_status,evidence_url,evidence_publication_date,evidence_type,evidence_excerpt,review_notes
1709048,GFS,GLOBALFOUNDRIES Inc.,2021-10-28,2022-10-28,https://investors.gf.com;https://gf.com,https://investors.gf.com;https://gf.com;https://investors.gf.com/investors;https://investors.gf.com/investor-relations;https://investors.gf.com/governance;https://investors.gf.com/corporate-governance;https://gf.com/investors;https://gf.com/investor-relations;https://gf.com/governance;https://gf.com/corporate-governance,6,searched_no_substantive_matrix,,,,,"Web search for GLOBALFOUNDRIES plus Board Diversity Matrix returned Nasdaq examples/other-company references, not GFS own matrix."
1870940,AIRS,"Airsculpt Technologies, Inc.",2021-10-29,2022-10-29,https://airsculpt.elitebodysculpture.com;https://investors.elitebodysculpture.com,https://airsculpt.elitebodysculpture.com;https://investors.elitebodysculpture.com;https://investors.elitebodysculpture.com/corporate-governance/governance;https://investors.elitebodysculpture.com/corporate-governance/governance/investors;https://investors.elitebodysculpture.com/corporate-governance/governance/investor-relations;https://investors.elitebodysculpture.com/corporate-governance/governance/governance;https://investors.elitebodysculpture.com/corporate-governance/governance/corporate-governance;https://investors.elitebodysculpture.com/investors;https://investors.elitebodysculpture.com/investor-relations;https://investors.elitebodysculpture.com/governance,5,found_late_issuer_site_browser_confirmed,https://investors.elitebodysculpture.com/corporate-governance/board-of-directors/,2024-08-08,issuer_website_current,"Board Diversity Matrix (As of August 8, 2024). Total Number of Directors 7. Directors Female 2 Male 5. Asian 1; White 1/5; LGBTQ+ 1.",Browser confirmed substantive current issuer-site matrix; late versus initial due date.
1831283,LIANY,LianBio,2021-11-01,2022-11-01,https://lianbiopharma.com;https://lianbio.com,https://lianbiopharma.com;https://lianbio.com;https://imetrix.edgar-online.com;https://imetrix.edgar-online.com/investors;https://imetrix.edgar-online.com/investor-relations;https://imetrix.edgar-online.com/governance;https://imetrix.edgar-online.com/corporate-governance;https://lian.com;https://lian.com/investors;https://lian.com/investor-relations,2,searched_no_substantive_matrix,,,,,"Web search for LianBio plus Board Diversity Matrix returned other-company references and aggregate/third-party mentions, not a primary LianBio matrix."
1392694,SURG,"SurgePays, Inc.",2021-11-03,2022-11-03,https://surgepays.com;https://surgeholdings.com,https://surgepays.com;https://surgeholdings.com;https://surgeholdings.com/investors;https://surgeholdings.com/investor-relations;https://surgeholdings.com/governance;https://surgeholdings.com/corporate-governance;https://surgepays.com/investors;https://surgepays.com/investor-relations;https://surgepays.com/governance;https://surgepays.com/corporate-governance,2,found_late_existing_observation_reclassified,https://www.sec.gov/Archives/edgar/data/1392694/000149315224009671/formdef14a.htm,2024-03-12,edgar_filing,"Board Diversity Matrix (as of June 5, 2023). Part I: Gender Identity Male 4 Female 1.",Existing SQLite observation was substantive; targeted reclassification moved row to published_late.
1872529,MDXH,MDxHealth SA,2021-11-04,2022-11-04,https://mdxhealth.com,https://mdxhealth.com;https://compsciresources.com;https://compsciresources.com/investors;https://compsciresources.com/investor-relations;https://compsciresources.com/governance;https://compsciresources.com/corporate-governance;https://mdxhealth.com/investors;https://mdxhealth.com/investor-relations;https://mdxhealth.com/governance;https://mdxhealth.com/corporate-governance,3,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1872529/000121390024037806/ea0203819-20f_mdxhealt.htm,2024-04-30,edgar_filing,"Board Diversity Matrix as of April 30, 2024. Total Number of Directors 7. Female 3 Male 4. Includes prior April 25, 2023 matrix.",Browser confirmed substantive 20-F matrix; late versus initial due date.
1871149,,"Real Good Food Company, Inc.",2021-11-05,2022-11-05,https://investors.realgoodfoods.com;https://realgoodfoods.com,https://investors.realgoodfoods.com;https://realgoodfoods.com;https://investors.realgoodfoods.com/corporate-governance;https://investors.realgoodfoods.com/corporate-governance/investors;https://investors.realgoodfoods.com/corporate-governance/investor-relations;https://investors.realgoodfoods.com/corporate-governance/governance;https://investors.realgoodfoods.com/corporate-governance/corporate-governance;https://investors.realgoodfoods.com/investors;https://investors.realgoodfoods.com/investor-relations;https://investors.realgoodfoods.com/governance,1,searched_no_substantive_matrix,,,,,Web search for Real Good Food Company plus Board Diversity Matrix returned governance/S-1 pages without substantive matrix evidence.
1718224,BTBD,"BT Brands, Inc.",2021-11-12,2022-11-12,https://btbrands.com;https://brand.bt.com,https://btbrands.com;https://brand.bt.com;https://baggerdaves.com;https://baggerdaves.com/investors;https://baggerdaves.com/investor-relations;https://baggerdaves.com/governance;https://baggerdaves.com/corporate-governance;https://brand.bt.com/investors;https://brand.bt.com/investor-relations;https://brand.bt.com/governance,2,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1718224/000147793223009378/btb_def14a.htm,2023-12-05,edgar_filing,"Board Diversity Matrix as of April 1, 2023. Total Number of Directors five. Directors Female 1 Male 4.",Browser confirmed substantive SEC proxy matrix; late versus initial due date.
1840416,SSM,Sono Group N.V.,2021-11-17,2022-11-17,https://ir.sonomotors.com;https://sonomotors.com,https://ir.sonomotors.com;https://sonomotors.com;https://ir.sonomotors.com/investors;https://ir.sonomotors.com/investor-relations;https://ir.sonomotors.com/governance;https://ir.sonomotors.com/corporate-governance;https://bzst.de;https://bzst.de/investors;https://bzst.de/investor-relations;https://bzst.de/governance,7,searched_no_substantive_matrix,,,,,Web search for Sono Group N.V. plus Board Diversity Matrix did not return primary own-company matrix evidence.
1769697,FNUC,Frontier Nuclear & Minerals Inc.,2021-11-19,2022-11-19,https://snowlakelithium.com;https://nrcan.gc.ca,https://snowlakelithium.com;https://nrcan.gc.ca;https://nemaskalithium.com/en/investors/press-releases/2019/53f0e3be-0d29-475e-b37f-7090e58ede31;https://nemaskalithium.com/en/investors/press-releases/2019/53f0e3be-0d29-475e-b37f-7090e58ede31/investors;https://nemaskalithium.com/en/investors/press-releases/2019/53f0e3be-0d29-475e-b37f-7090e58ede31/investor-relations;https://nemaskalithium.com/en/investors/press-releases/2019/53f0e3be-0d29-475e-b37f-7090e58ede31/governance;https://nemaskalithium.com/en/investors/press-releases/2019/53f0e3be-0d29-475e-b37f-7090e58ede31/corporate-governance;https://nemaskalithium.com;https://nemaskalithium.com/investors;https://nemaskalithium.com/investor-relations,12,searched_no_substantive_matrix,,,,,"Web search for Frontier Nuclear/Snow Lake plus Board Diversity Matrix returned governance/news pages, no substantive matrix evidence."
1815436,,Advanced Health Intelligence Ltd,2021-11-19,2022-11-19,,,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1815436/000121390023007932/f20f2022_advancedhealth.htm,2023-01-31,edgar_filing,Board Diversity Matrix. Total Number of Directors 7. Directors Female 2 Male 5.,Browser confirmed substantive SEC 20-F matrix; late versus initial due date.
1876581,IMPP,Imperial Petroleum Inc./Marshall Islands,2021-11-23,2022-11-23,https://imperialpetro.com;https://impp.com,https://imperialpetro.com;https://impp.com;https://imperialpetro.com/investors;https://imperialpetro.com/investor-relations;https://imperialpetro.com/governance;https://imperialpetro.com/corporate-governance;https://impp.com/investors;https://impp.com/investor-relations;https://impp.com/governance;https://impp.com/corporate-governance,12,searched_no_substantive_matrix,,,,,"Web search for Imperial Petroleum plus Board Diversity Matrix returned C3is/third-party references and aggregate sources, not Imperial own matrix."
1720671,,"HashiCorp, Inc.",2021-12-09,2022-12-09,https://ir.hashicorp.com;https://hashicorp.com,https://ir.hashicorp.com;https://hashicorp.com;https://ir.hashicorp.com/investors;https://ir.hashicorp.com/investor-relations;https://ir.hashicorp.com/governance;https://ir.hashicorp.com/corporate-governance;https://hashicorp.com/investors;https://hashicorp.com/investor-relations;https://hashicorp.com/governance;https://hashicorp.com/corporate-governance,6,searched_no_substantive_matrix,,,,,"Web search for HashiCorp plus Board Diversity Matrix returned aggregate/third-party and other-company references, not a primary HashiCorp matrix."
1084267,MOBQ,"Mobiquity Technologies, Inc.",2021-12-10,2022-12-10,https://mobiquity.com,https://mobiquity.com;https://mobiquity.com/investors;https://mobiquity.com/investor-relations;https://mobiquity.com/governance;https://mobiquity.com/corporate-governance,1,found_on_time_issuer_pdf_browser_confirmed,https://mobiquitytechnologies.com/wp-content/uploads/2023/04/MOBQ-Board-Diversity-Matrix-2022.pdf,2022-12-14,issuer_pdf,"Board Diversity Matrix for Mobiquity Technologies, Inc. As of December 14, 2022. Total Number of Directors 5. Directors Female 1 Male 4.",Browser found issuer PDF link; local PDF extraction confirmed substantive matrix. Within grace window.
1838716,GNTA,Genenta Science S.p.A.,2021-12-15,2022-12-15,https://genenta.com;https://clinicaltrials.gov,https://genenta.com;https://clinicaltrials.gov;https://clinicaltrials.gov/investors;https://clinicaltrials.gov/investor-relations;https://clinicaltrials.gov/governance;https://clinicaltrials.gov/corporate-governance;https://genenta.com/investors;https://genenta.com/investor-relations;https://genenta.com/governance;https://genenta.com/corporate-governance,8,candidate_file_unretrieved,https://genenta.gcs-web.com/governance/documents-charters,,issuer_governance_candidate,,"Search result reports Genenta Board Diversity Matrix 2024 PDF; Browser/direct fetch failed or hung, so not inserted yet."
1873835,IMMX,"Immix Biopharma, Inc.",2021-12-16,2022-12-16,https://immixbio.com;https://pstvote.com,https://immixbio.com;https://pstvote.com;https://immixbio.com/investors;https://immixbio.com/investor-relations;https://immixbio.com/governance;https://immixbio.com/corporate-governance;https://pstvote.com/investors;https://pstvote.com/investor-relations;https://pstvote.com/governance;https://pstvote.com/corporate-governance,7,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1873835/000149315224017060/formdef14a.htm,2024-04-30,edgar_filing,"Board Diversity Matrix as of April 22, 2024. Total Number of Directors 8. Directors Female 4 Male 4.",Browser confirmed substantive SEC proxy matrix; late versus initial due date.
1070050,APCX,AppTech Payments Corp.,2022-01-06,2023-01-06,https://apptechcorp.com;https://apptech.com,https://apptechcorp.com;https://apptech.com;https://apptechcorp.com/investor-relations;https://apptechcorp.com/investor-relations/investors;https://apptechcorp.com/investor-relations/investor-relations;https://apptechcorp.com/investor-relations/governance;https://apptechcorp.com/investor-relations/corporate-governance;https://apptechcorp.com/investors;https://apptechcorp.com/governance;https://apptechcorp.com/corporate-governance,12,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1070050/000190359623000206/apcx_def14a.htm,2023-03-21,SEC DEF 14A,"Board Diversity Matrix (As of the Record Date). Total Number of Directors 7. Directors Female 1, Male 6.",Web search found SEC DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1658551,AMLX,"Amylyx Pharmaceuticals, Inc.",2022-01-07,2023-01-07,https://investors.amylyx.com;https://amylyx.com,https://investors.amylyx.com;https://amylyx.com;https://investors.amylyx.com/corporate-governance/documents-charters;https://investors.amylyx.com/corporate-governance/documents-charters/investors;https://investors.amylyx.com/corporate-governance/documents-charters/investor-relations;https://investors.amylyx.com/corporate-governance/documents-charters/governance;https://investors.amylyx.com/corporate-governance/documents-charters/corporate-governance;https://investors.amylyx.com/investors;https://investors.amylyx.com/investor-relations;https://investors.amylyx.com/governance,1,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1658551/000095017023015261/amlx-def14a-2023-proxy.htm,2023-04-27,SEC DEF 14A,"Board Diversity Matrix (As of April 27, 2023). Total Number of Directors 6. Directors Female 2, Male 4.",Web search found SEC DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1868734,,"CinCor Pharma, Inc.",2022-01-07,2023-01-07,https://cincor.com,https://cincor.com;https://cincor.com/investor-relations;https://cincor.com/investor-relations/investors;https://cincor.com/investor-relations/investor-relations;https://cincor.com/investor-relations/governance;https://cincor.com/investor-relations/corporate-governance;https://cincor.com/investors;https://cincor.com/governance;https://cincor.com/corporate-governance,0,searched_no_substantive_matrix,,,,,"Search results reviewed; apparent matrix hits were other companies filings mentioning CinCor directors, not a CinCor Pharma primary-source board diversity matrix."
1874875,HOUR,"Hour Loop, Inc",2022-01-07,2023-01-07,https://hourloop.com;https://persalary.com,https://hourloop.com;https://persalary.com;https://amazon.com;https://amazon.com/investors;https://amazon.com/investor-relations;https://amazon.com/governance;https://amazon.com/corporate-governance;https://hourloop.com/investors;https://hourloop.com/investor-relations;https://hourloop.com/governance,0,found_late_issuer_site_browser_confirmed,https://ir.hourloop.com/corporate-governance/board-of-directors/,2023-02-20,issuer IR page,"Board Diversity Matrix (As of Feb 20, 2023). Board Size: Total Number of Directors 6. Directors Female 2, Male 4.",Browser checked issuer IR board page and confirmed matrix text. Matrix date is after due date plus 30-day grace.
1861657,CNTN,"Canton Strategic Holdings, Inc.",2022-01-12,2023-01-12,https://annualgeneralmeetings.com;https://hillstreambio.com,https://annualgeneralmeetings.com;https://hillstreambio.com;https://annualgeneralmeetings.com/investors;https://annualgeneralmeetings.com/investor-relations;https://annualgeneralmeetings.com/governance;https://annualgeneralmeetings.com/corporate-governance;https://clinicaltrials.gov;https://clinicaltrials.gov/investors;https://clinicaltrials.gov/investor-relations;https://clinicaltrials.gov/governance,0,searched_no_substantive_matrix,,,,,Search results reviewed; found Canton Strategic news/SEC current material but no primary-source Board Diversity Matrix disclosure.
1880661,TPG,TPG Inc.,2022-01-13,2023-01-13,https://tpg.com,https://tpg.com;https://imetrix.edgar-online.com;https://imetrix.edgar-online.com/investors;https://imetrix.edgar-online.com/investor-relations;https://imetrix.edgar-online.com/governance;https://imetrix.edgar-online.com/corporate-governance;https://instagram.com;https://instagram.com/investors;https://instagram.com/investor-relations;https://instagram.com/governance,2,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1880661/000188066123000021/tpg-20230403.htm,2023-04-03,SEC PRE 14A,"Board Diversity Matrix. Total Number of Directors 14. Directors Female 4, Male 10.",Web search found TPG matrix page and SEC filing; SEC archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1777319,CISO,"CISO Global, Inc.",2022-01-18,2023-01-18,https://cerberussentinel.com;https://cerberuscybersentinelcorporation.com,https://cerberussentinel.com;https://cerberuscybersentinelcorporation.com;https://cerberussentinel.com/investor-relations/charter-of-the-nominating-and-corporate-governance-committee;https://cerberussentinel.com/investor-relations/charter-of-the-nominating-and-corporate-governance-committee/investors;https://cerberussentinel.com/investor-relations/charter-of-the-nominating-and-corporate-governance-committee/investor-relations;https://cerberussentinel.com/investor-relations/charter-of-the-nominating-and-corporate-governance-committee/governance;https://cerberussentinel.com/investor-relations/charter-of-the-nominating-and-corporate-governance-committee/corporate-governance;https://cerberussentinel.com/investors;https://cerberussentinel.com/investor-relations;https://cerberussentinel.com/governance,12,searched_no_substantive_matrix,,,,,Search results reviewed for CISO Global/Cerberus Cyber Sentinel; results were third-party aggregate references or filings without a board diversity matrix for the required period.
1864943,FGI,FGI Industries Ltd.,2022-01-25,2023-01-25,https://fgi-industries.com,https://fgi-industries.com;https://fgi-industries.com/investors;https://fgi-industries.com/investor-relations;https://fgi-industries.com/governance;https://fgi-industries.com/corporate-governance,2,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1864943/000155837023007097/tmb-20220601xdef14a.htm,2023-04-27,SEC DEF 14A,"Board Diversity Matrix (as of April 6, 2023). Total Number of Directors 5. Directors Female 1, Male 4.",Web search found issuer governance page and SEC DEF 14A; SEC archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1872964,MTEK,Maris Tech Ltd.,2022-02-02,2023-02-02,https://maristech.com;https://maris-tech.com,https://maristech.com;https://maris-tech.com;https://compsciresources.com;https://compsciresources.com/investors;https://compsciresources.com/investor-relations;https://compsciresources.com/governance;https://compsciresources.com/corporate-governance;https://maris-tech.com/investors;https://maris-tech.com/investor-relations;https://maris-tech.com/governance,0,searched_no_substantive_matrix,,,,,"Search results reviewed for Maris-Tech Ltd.; apparent hits were other companies filings or press pages mentioning Maris-Tech, not a Maris-Tech primary-source board diversity matrix."
1786205,ACLX,"Arcellx, Inc.",2022-02-04,2023-02-04,https://arcellx.com;https://arc.com,https://arcellx.com;https://arc.com;https://arc.com/investors;https://arc.com/investor-relations;https://arc.com/governance;https://arc.com/corporate-governance;https://arcellx.com/investors;https://arcellx.com/investor-relations;https://arcellx.com/governance;https://arcellx.com/corporate-governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1786205/000095017023012922/aclx_2022_pre_14a.htm,2023-04-14,SEC PRE 14A,"Board Diversity Matrix. Composition as of April 14, 2023. Total Number of Directors 7. Female 3, Male 4.",SEC archive document checked directly; second Board Diversity Matrix occurrence in filing body confirmed substantive matrix text. Filing date is after due date plus 30-day grace.
1875558,NVCT,"Nuvectis Pharma, Inc.",2022-02-04,2023-02-04,https://nuvectis.com;https://pwc.com,https://nuvectis.com;https://pwc.com;https://nuvectis.com/investors;https://nuvectis.com/investor-relations;https://nuvectis.com/governance;https://nuvectis.com/corporate-governance;https://pwc.com/investors;https://pwc.com/investor-relations;https://pwc.com/governance;https://pwc.com/corporate-governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1875558/000110465923052907/tm2313950d1_def14a.htm,2023-04-28,SEC DEF 14A,"Board Diversity Matrix (As of April 28, 2023). Total Number of Directors 4. Directors Female 0, Male 4.",Web search found SEC DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1648087,AREB,AMERICAN REBEL HOLDINGS INC,2022-02-08,2023-02-08,https://americanrebel.com;https://cscp.com,https://americanrebel.com;https://cscp.com;https://americanrebel.com/investors;https://americanrebel.com/investor-relations;https://americanrebel.com/governance;https://americanrebel.com/corporate-governance;https://cscp.com/investors;https://cscp.com/investor-relations;https://cscp.com/governance;https://cscp.com/corporate-governance,7,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1648087/000149315224008781/formdef14c.htm,2024-03-05,SEC DEF 14C,"Board Diversity Matrix (As of November 30, 2023). Total Number of Directors 5. Directors Female 0, Male 5.",Web search found SEC DEF 14C; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1892322,HTCR,"HeartCore Enterprises, Inc.",2022-02-10,2023-02-10,https://heartcore-enterprises.com;https://heartcore.co.jp,https://heartcore-enterprises.com;https://heartcore.co.jp;https://heartcore-enterprises.com/investors;https://heartcore-enterprises.com/investor-relations;https://heartcore-enterprises.com/governance;https://heartcore-enterprises.com/corporate-governance;https://heartcore.co.jp/investors;https://heartcore.co.jp/investor-relations;https://heartcore.co.jp/governance;https://heartcore.co.jp/corporate-governance,6,found_late_issuer_site_browser_confirmed,https://heartcore-enterprises.com/corporate-governance.html,2025-01-01,issuer governance page,"Board Diversity Matrix (as of January 1, 2025). Total Number of Directors 6. Directors Female 1, Male 5.","Direct web open confirmed issuer governance page matrix. Browser tab was blocked by client, but page extraction showed substantive matrix text. Date is after due date plus 30-day grace."
1872812,,TC BioPharm (Holdings) plc,2022-02-11,2023-02-11,https://ir.tcbiopharm.com;https://tcbiopharm.com,https://ir.tcbiopharm.com;https://tcbiopharm.com;https://ir.tcbiopharm.com/investors;https://ir.tcbiopharm.com/investor-relations;https://ir.tcbiopharm.com/governance;https://ir.tcbiopharm.com/corporate-governance;https://tcbiopharm.com/investors;https://tcbiopharm.com/investor-relations;https://tcbiopharm.com/governance;https://tcbiopharm.com/corporate-governance,0,searched_no_substantive_matrix,https://d1io3yog0oux5.cloudfront.net/_6df6912d78757007d7d89ae672512318/tcbiopharm/db/867/7501/file/NASDAQ+Diversity+Matrix+Disclosure+3rd+April+2023.pdf,,issuer PDF template,"Board Diversity Matrix for / As of / Total Number of Directors, with no company/date/count values extracted.","Issuer governance page linked a Board Diversity Matrix PDF, but local PDF text extraction showed a blank/template matrix without substantive company/date/director values; not inserted as evidence."
1880613,DRCT,"Direct Digital Holdings, Inc.",2022-02-11,2023-02-11,https://ir.directdigitalholdings.com;https://directdigitalholdings.com,https://ir.directdigitalholdings.com;https://directdigitalholdings.com;https://ir.directdigitalholdings.com/corporate-governance/governance-documents;https://ir.directdigitalholdings.com/corporate-governance/governance-documents/investors;https://ir.directdigitalholdings.com/corporate-governance/governance-documents/investor-relations;https://ir.directdigitalholdings.com/corporate-governance/governance-documents/governance;https://ir.directdigitalholdings.com/corporate-governance/governance-documents/corporate-governance;https://ir.directdigitalholdings.com/investors;https://ir.directdigitalholdings.com/investor-relations;https://ir.directdigitalholdings.com/governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1880613/000110465923054340/tm2313926d1_def14a.htm,2023-05-01,SEC DEF 14A,"Board Diversity Matrix (as of February 15, 2023). Total Number of Directors 5. Directors Female 2, Male 3.",SEC submissions found 2023 DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
