bucket,confidence,cik,ticker,legal_name,nasdaq_listing_date,initial_matrix_due_date,due_plus_30_grace,initial_matrix_status,initial_matrix_publication_date,initial_matrix_source,current_review_status,current_evidence_url,current_evidence_type,current_evidence_excerpt,committed_current_sec_status,committed_current_sec_found_date,committed_current_sec_found_url,committed_wayback_status,committed_wayback_found_date,committed_wayback_found_url,committed_fts_status,review_reason,review_notes
released_in_required_window,high,1841330,KTTA,Pasithea Therapeutics Corp.,2021-09-15,2022-09-15,2022-10-15,published_on_time,2022-05-13,0001213900-22-026293,,0001213900-22-026293,,0001213900-22-026293,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1861795,DH,Definitive Healthcare Corp.,2021-09-15,2022-09-15,2022-10-15,published_on_time,2022-04-12,0001193125-22-102925,,0001193125-22-102925,,0001193125-22-102925,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1863127,TYRA,"Tyra Biosciences, Inc.",2021-09-15,2022-09-15,2022-10-15,published_on_time,2022-04-28,0001193125-22-127537,,0001193125-22-127537,,0001193125-22-127537,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1866550,,"Thoughtworks Holding, Inc.",2021-09-15,2022-09-15,2022-10-15,published_on_time,2022-04-29,0001140361-22-016768,,0001140361-22-016768,,0001140361-22-016768,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1544522,FRSH,Freshworks Inc.,2021-09-22,2022-09-22,2022-10-22,published_on_time,2022-04-11,0001544522-22-000005,,0001544522-22-000005,,0001544522-22-000005,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1645070,,Sterling Check Corp.,2021-09-23,2022-09-23,2022-10-23,published_on_time,2022-04-29,0001140361-22-016924,,0001140361-22-016924,,0001140361-22-016924,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1782170,RELY,"Remitly Global, Inc.",2021-09-23,2022-09-23,2022-10-23,published_on_time,2022-04-19,0001782170-22-000068,,0001782170-22-000068,,0001782170-22-000068,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1841675,ARBK,Argo Blockchain Plc,2021-09-23,2022-09-23,2022-10-23,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Web search for exact company name plus Board Diversity Matrix returned third-party/competitor references, not Argo own matrix."
released_in_required_window,high,1844280,,"Thorne Healthtech, Inc.",2021-09-23,2022-09-23,2022-10-23,published_on_time,2022-04-22,0001193125-22-115188,,0001193125-22-115188,,0001193125-22-115188,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1856608,,"Sovos Brands, Inc.",2021-09-23,2022-09-23,2022-10-23,published_on_time,2022-04-25,0001558370-22-005891,,0001558370-22-005891,,0001558370-22-005891,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1866757,BRLT,"Brilliant Earth Group, Inc.",2021-09-23,2022-09-23,2022-10-23,published_on_time,2022-04-26,0001866757-22-000077,,0001866757-22-000077,,0001866757-22-000077,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1628945,,Cue Health Inc.,2021-09-24,2022-09-24,2022-10-24,published_on_time,2022-08-09,0001628945-22-000096,,0001628945-22-000096,,0001628945-22-000096,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1866692,AMPL,"Amplitude, Inc.",2021-09-28,2022-09-28,2022-10-28,published_on_time,2022-04-25,0001193125-22-117799,,0001193125-22-117799,,0001193125-22-117799,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1804469,GFAI,"Guardforce AI Co., Ltd.",2021-09-30,2022-09-30,2022-10-30,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.",Web search returned Guardforce proxy/IR pages but opened PDF did not contain Board Diversity Matrix evidence.
released_in_required_window,high,1868726,OLPX,"OLAPLEX HOLDINGS, INC.",2021-09-30,2022-09-30,2022-10-30,published_on_time,2022-04-19,0001868726-22-000019,,0001868726-22-000019,,0001868726-22-000019,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1676047,NTRB,NutriBand Inc.,2021-10-01,2022-10-01,2022-10-31,published_on_time,2022-10-31,0001213900-22-067690,,0001213900-22-067690,,0001213900-22-067690,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1865408,,Exscientia plc,2021-10-01,2022-10-01,2022-10-31,published_on_time,2022-03-23,0001865408-22-000005,,0001865408-22-000005,,0001865408-22-000005,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1789940,FWRG,"First Watch Restaurant Group, Inc.",2021-10-01,2022-10-01,2022-10-31,published_on_time,2022-04-11,0001789940-22-000044,,0001789940-22-000044,,0001789940-22-000044,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1784567,,"Harbor Custom Development, Inc.",2021-10-05,2022-10-05,2022-11-04,published_on_time,2022-04-21,0001493152-22-010645,,0001493152-22-010645,,0001493152-22-010645,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1829794,EMPD,Empery Digital Inc.,2021-10-06,2022-10-06,2022-11-05,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Web search for Empery/Volcon plus Board Diversity Matrix returned generic/non-company results, no substantive matrix."
released_in_required_window,high,1745020,,"Theseus Pharmaceuticals, Inc.",2021-10-07,2022-10-07,2022-11-06,published_on_time,2022-04-25,0001558370-22-005880,,0001558370-22-005880,,0001558370-22-005880,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1455365,CGTX,COGNITION THERAPEUTICS INC,2021-10-08,2022-10-08,2022-11-07,published_on_time,2022-04-25,0001104659-22-049727,,0001104659-22-049727,,0001104659-22-049727,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1615055,,IsoPlexis Corp,2021-10-08,2022-10-08,2022-11-07,published_on_time,2022-08-13,https://web.archive.org/web/20220813055156id_/https://investors.isoplexis.com/investor-resources/investor-faqs,,https://web.archive.org/web/20220813055156id_/https://investors.isoplexis.com/investor-resources/investor-faqs,,https://web.archive.org/web/20220813055156id_/https://investors.isoplexis.com/investor-resources/investor-faqs,,,,not_found,,,not_found,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1782223,PYXS,"Pyxis Oncology, Inc.",2021-10-08,2022-10-08,2022-11-07,published_on_time,2022-04-28,0001193125-22-127710,,0001193125-22-127710,,0001193125-22-127710,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1844971,GREE,Greenidge Generation Holdings Inc.,2021-10-12,2022-10-12,2022-11-11,published_on_time,2022-07-28,0001140361-22-027197,,0001140361-22-027197,,0001140361-22-027197,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1419554,BBLG,Bone Biologics Corp,2021-10-13,2022-10-13,2022-11-12,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Web search returned OutLeadership aggregate mention for Bone Biologics, not a company primary-source matrix."
released_in_required_window,high,1839285,HCTI,"Healthcare Triangle, Inc.",2021-10-13,2022-10-13,2022-11-12,published_on_time,2022-10-19,0001607062-22-000633,,0001607062-22-000633,,0001607062-22-000633,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1858257,,"AvidXchange Holdings, Inc.",2021-10-13,2022-10-13,2022-11-12,published_on_time,2022-04-28,0001193125-22-127975,,0001193125-22-127975,,0001193125-22-127975,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1653482,GTLB,Gitlab Inc.,2021-10-14,2022-10-14,2022-11-13,published_on_time,2022-05-05,0001653482-22-000023,,0001653482-22-000023,,0001653482-22-000023,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1799011,LUCD,Lucid Diagnostics Inc.,2021-10-14,2022-10-14,2022-11-13,published_on_time,2022-05-02,0001493152-22-011734,,0001493152-22-011734,,0001493152-22-011734,,,,,,,,Published matrix date is on/before due+30 grace.,
partial_or_unretrieved_primary_evidence,low,1840229,INKT,"MiNK Therapeutics, Inc.",2021-10-15,2022-10-15,2022-11-14,not_located,,,candidate_file_unretrieved,https://investor.minktherapeutics.com/static-files/46fee85e-a5e3-47ac-9531-2e6c4f5aa42f,issuer_static_file_candidate,,not_found_in_current_sec_filings,,,not_found,,,not_found,"Primary matrix candidate/link found, but file could not be retrieved or values not extracted.","Browser confirmed issuer page has Board Diversity Matrix link; direct static-file retrieval hung/failed, so not inserted yet."
released_after_required_window,high,1856028,,"Stronghold Digital Mining, Inc.",2021-10-20,2022-10-20,2022-11-19,published_late,2023-05-01,https://www.sec.gov/Archives/edgar/data/1856028/000114036123021620/ny20008399x1_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1856028/000114036124022864/ny20021834x1_def14a.htm,edgar_filing,"Board Diversity Matrix (As of April 29, 2024). Total Number of Directors 7. Directors Female 2 Male 5 Non-Binary 0 Did Not Disclose Gender 0.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive SEC proxy matrix; late versus 2022-10-20 due date.
released_in_required_window,high,1874097,CYN,Cyngn Inc.,2021-10-20,2022-10-20,2022-11-19,published_on_time,2022-06-22,0001213900-22-034398,,0001213900-22-034398,,0001213900-22-034398,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1482981,COCO,"Vita Coco Company, Inc.",2021-10-21,2022-10-21,2022-11-20,published_on_time,2022-04-21,0001193125-22-113049,,0001193125-22-113049,,0001193125-22-113049,,,,,,,,Published matrix date is on/before due+30 grace.,
released_after_required_window,high,1653384,RWAY,Runway Growth Finance Corp.,2021-10-21,2022-10-21,2022-11-20,published_late,2023-05-04,https://www.sec.gov/Archives/edgar/data/1653384/000110465923053106/tm231923-1_def14a.htm,found_late_existing_observation_reclassified,https://www.sec.gov/Archives/edgar/data/1653384/000110465923053106/tm231923-1_def14a.htm,edgar_filing,"BOARD DIVERSITY MATRIX (as of April 28, 2023). Total Number of Directors 5.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Existing SQLite observation was substantive; targeted reclassification moved row to published_late.
released_in_required_window,high,1851194,,"Ventyx Biosciences, Inc.",2021-10-21,2022-10-21,2022-11-20,published_on_time,2022-04-27,0001193125-22-123613,,0001193125-22-123613,,0001193125-22-123613,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1871509,PTLO,Portillo's Inc.,2021-10-21,2022-10-21,2022-11-20,published_on_time,2022-05-09,0001193125-22-144334,,0001193125-22-144334,,0001193125-22-144334,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1452965,,MINERVA SURGICAL INC,2021-10-22,2022-10-22,2022-11-21,published_on_time,2022-04-22,0001193125-22-115153,,0001193125-22-115153,,0001193125-22-115153,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1840233,XLO,"Xilio Therapeutics, Inc.",2021-10-22,2022-10-22,2022-11-21,published_on_time,2022-04-26,0001558370-22-005974,,0001558370-22-005974,,0001558370-22-005974,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1468327,RENT,"Rent the Runway, Inc.",2021-10-27,2022-10-27,2022-11-26,published_on_time,2022-05-24,0001140361-22-020412,,0001140361-22-020412,,0001140361-22-020412,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1667011,AIP,"Arteris, Inc.",2021-10-27,2022-10-27,2022-11-26,published_on_time,2022-04-28,0001193125-22-127538,,0001193125-22-127538,,0001193125-22-127538,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1844392,MRAI,"Marpai, Inc.",2021-10-27,2022-10-27,2022-11-26,not_located,,,searched_no_substantive_matrix,,,,,,,found,2022-10-27,https://web.archive.org/web/20221027/https://ir.marpaihealth.com/governance,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Browser checked Marpai direct matrix guesses; /board-diversity-matrix returned 404 and index.php?s=124 was fundamentals, no matrix."
no_release_found_after_checks,medium,1709048,GFS,GLOBALFOUNDRIES Inc.,2021-10-28,2022-10-28,2022-11-27,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Web search for GLOBALFOUNDRIES plus Board Diversity Matrix returned Nasdaq examples/other-company references, not GFS own matrix."
released_in_required_window,high,1769804,,"Augmedix, Inc.",2021-10-28,2022-10-28,2022-11-27,published_on_time,2022-05-02,0001213900-22-023206,,0001213900-22-023206,,0001213900-22-023206,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1868941,FLNC,"Fluence Energy, Inc.",2021-10-28,2022-10-28,2022-11-27,published_on_time,2022-01-28,0001140361-22-003004,,0001140361-22-003004,,0001140361-22-003004,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1501796,AURA,"Aura Biosciences, Inc.",2021-10-29,2022-10-29,2022-11-28,published_on_time,2022-04-28,0001193125-22-127614,,0001193125-22-127614,,0001193125-22-127614,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1607939,UDMY,"Udemy, Inc.",2021-10-29,2022-10-29,2022-11-28,published_on_time,2022-04-20,0001607939-22-000021,,0001607939-22-000021,,0001607939-22-000021,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1689375,TRDA,"Entrada Therapeutics, Inc.",2021-10-29,2022-10-29,2022-11-28,published_on_time,2022-04-19,0001104659-22-047338,,0001104659-22-047338,,0001104659-22-047338,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1858685,BFRI,Biofrontera Inc.,2021-10-29,2022-10-29,2022-11-28,published_on_time,2022-11-08,0001493152-22-030999,,0001493152-22-030999,,0001493152-22-030999,,,,,,,,Published matrix date is on/before due+30 grace.,
released_after_required_window,high,1870940,AIRS,"Airsculpt Technologies, Inc.",2021-10-29,2022-10-29,2022-11-28,published_late,2024-08-08,https://investors.elitebodysculpture.com/corporate-governance/board-of-directors/,found_late_issuer_site_browser_confirmed,https://investors.elitebodysculpture.com/corporate-governance/board-of-directors/,issuer_website_current,"Board Diversity Matrix (As of August 8, 2024). Total Number of Directors 7. Directors Female 2 Male 5. Asian 1; White 1/5; LGBTQ+ 1.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive current issuer-site matrix; late versus initial due date.
no_release_found_after_checks,medium,1831283,LIANY,LianBio,2021-11-01,2022-11-01,2022-12-01,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Web search for LianBio plus Board Diversity Matrix returned other-company references and aggregate/third-party mentions, not a primary LianBio matrix."
released_after_required_window,high,1392694,SURG,"SurgePays, Inc.",2021-11-03,2022-11-03,2022-12-03,published_late,2024-03-12,https://www.sec.gov/Archives/edgar/data/1392694/000149315224009671/formdef14a.htm,found_late_existing_observation_reclassified,https://www.sec.gov/Archives/edgar/data/1392694/000149315224009671/formdef14a.htm,edgar_filing,"Board Diversity Matrix (as of June 5, 2023). Part I: Gender Identity Male 4 Female 1.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Existing SQLite observation was substantive; targeted reclassification moved row to published_late.
released_in_required_window,high,1653909,BIRD,"Allbirds, Inc.",2021-11-03,2022-11-03,2022-12-03,published_on_time,2022-04-28,0001653909-22-000029,,0001653909-22-000029,,0001653909-22-000029,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1412558,EVO,Evotec SE,2021-11-04,2022-11-04,2022-12-04,published_on_time,2022-04-26,0001104659-22-049929,,0001104659-22-049929,,0001104659-22-049929,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1625278,NRDS,"NERDWALLET, INC.",2021-11-04,2022-11-04,2022-12-04,published_on_time,2022-04-14,0001193125-22-104971,,0001193125-22-104971,,0001193125-22-104971,,,,,,,,Published matrix date is on/before due+30 grace.,
released_after_required_window,high,1872529,MDXH,MDxHealth SA,2021-11-04,2022-11-04,2022-12-04,published_late,2024-04-30,https://www.sec.gov/Archives/edgar/data/1872529/000121390024037806/ea0203819-20f_mdxhealt.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1872529/000121390024037806/ea0203819-20f_mdxhealt.htm,edgar_filing,"Board Diversity Matrix as of April 30, 2024. Total Number of Directors 7. Female 3 Male 4. Includes prior April 25, 2023 matrix.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive 20-F matrix; late versus initial due date.
released_in_required_window,high,1875444,ARHS,"Arhaus, Inc.",2021-11-04,2022-11-04,2022-12-04,published_on_time,2022-04-04,0001193125-22-094328,,0001193125-22-094328,,0001193125-22-094328,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1730773,BSFC,Blue Star Foods Corp.,2021-11-05,2022-11-05,2022-12-05,published_on_time,2022-11-09,0001493152-22-031050,,0001493152-22-031050,,0001493152-22-031050,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1865494,IOBTQ,"IO Biotech, Inc.",2021-11-05,2022-11-05,2022-12-05,published_on_time,2022-04-14,0001193125-22-105529,,0001193125-22-105529,,0001193125-22-105529,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1871149,,"Real Good Food Company, Inc.",2021-11-05,2022-11-05,2022-12-05,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.",Web search for Real Good Food Company plus Board Diversity Matrix returned governance/S-1 pages without substantive matrix evidence.
released_in_required_window,high,1505497,BRTX,"BioRestorative Therapies, Inc.",2021-11-09,2022-11-09,2022-12-09,published_on_time,2022-09-23,0001021771-22-000053,,0001021771-22-000053,,0001021771-22-000053,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1657853,HTZ,"HERTZ GLOBAL HOLDINGS, INC",2021-11-09,2022-11-09,2022-12-09,published_on_time,2022-04-08,0001140361-22-013707,,0001140361-22-013707,,0001140361-22-013707,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1781730,TCBX,"Third Coast Bancshares, Inc.",2021-11-09,2022-11-09,2022-12-09,published_on_time,2022-04-25,0001193125-22-117790,,0001193125-22-117790,,0001193125-22-117790,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1817511,SOPA,SOCIETY PASS INCORPORATED.,2021-11-09,2022-11-09,2022-12-09,published_on_time,2022-12-01,0001140361-22-044044,,0001140361-22-044044,,0001140361-22-044044,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1872525,SWAG,"Stran & Company, Inc.",2021-11-09,2022-11-09,2022-12-09,published_on_time,2022-10-31,0001213900-22-067346,,0001213900-22-067346,,0001213900-22-067346,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1476840,EXFY,"Expensify, Inc.",2021-11-10,2022-11-10,2022-12-10,published_on_time,2022-04-29,0001476840-22-000036,,0001476840-22-000036,,0001476840-22-000036,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1704287,BJDX,"Bluejay Diagnostics, Inc.",2021-11-10,2022-11-10,2022-12-10,published_on_time,2022-05-13,0001213900-22-026051,,0001213900-22-026051,,0001213900-22-026051,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1874178,RIVN,"Rivian Automotive, Inc. / DE",2021-11-10,2022-11-10,2022-12-10,published_on_time,2022-04-27,0001874178-22-000021,,0001874178-22-000021,,0001874178-22-000021,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1462056,BLZE,"Backblaze, Inc.",2021-11-11,2022-11-11,2022-12-11,published_on_time,2022-04-21,0001193125-22-112978,,0001193125-22-112978,,0001193125-22-112978,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1779372,BEAT,"HeartBeam, Inc.",2021-11-11,2022-11-11,2022-12-11,published_on_time,2022-05-02,0001779372-22-000015,,0001779372-22-000015,,0001779372-22-000015,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1780201,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",2021-11-11,2022-11-11,2022-12-11,published_on_time,2022-04-29,0001140361-22-016935,,0001140361-22-016935,,0001140361-22-016935,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1787740,VBIO,"Valion Bio, Inc.",2021-11-11,2022-11-11,2022-12-11,published_on_time,2022-05-02,0001140361-22-017248,,0001140361-22-017248,,0001140361-22-017248,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1851657,,"Vaxxinity, Inc.",2021-11-11,2022-11-11,2022-12-11,published_on_time,2022-05-02,0001562762-22-000201,,0001562762-22-000201,,0001562762-22-000201,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1861522,,KIDPIK CORP.,2021-11-11,2022-11-11,2022-12-11,published_on_time,2022-05-02,0001493152-22-011826,,0001493152-22-011826,,0001493152-22-011826,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1567900,ALOY,REALLOYS INC.,2021-11-12,2022-11-12,2022-12-12,published_on_time,2022-08-24,0001437749-22-021244,,0001437749-22-021244,,0001437749-22-021244,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1649739,BAFN,BayFirst Financial Corp.,2021-11-12,2022-11-12,2022-12-12,published_on_time,2022-04-07,0001649739-22-000137,,0001649739-22-000137,,0001649739-22-000137,,,,,,,,Published matrix date is on/before due+30 grace.,
released_after_required_window,high,1718224,BTBD,"BT Brands, Inc.",2021-11-12,2022-11-12,2022-12-12,published_late,2023-12-05,https://www.sec.gov/Archives/edgar/data/1718224/000147793223009378/btb_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1718224/000147793223009378/btb_def14a.htm,edgar_filing,"Board Diversity Matrix as of April 1, 2023. Total Number of Directors five. Directors Female 1 Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive SEC proxy matrix; late versus initial due date.
released_in_required_window,high,1850453,,Mynaric AG,2021-11-12,2022-11-12,2022-12-12,published_on_time,2022-05-06,0001193125-22-143674,,0001193125-22-143674,,0001193125-22-143674,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1676238,BRZE,"Braze, Inc.",2021-11-17,2022-11-17,2022-12-17,published_on_time,2022-05-18,0001140361-22-019788,,0001140361-22-019788,,0001140361-22-019788,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1840416,SSM,Sono Group N.V.,2021-11-17,2022-11-17,2022-12-17,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.",Web search for Sono Group N.V. plus Board Diversity Matrix did not return primary own-company matrix evidence.
released_in_required_window,high,1878848,IREN,IREN Ltd,2021-11-17,2022-11-17,2022-12-17,published_on_time,2022-09-13,0001140361-22-033208,,0001140361-22-033208,,0001140361-22-033208,,,,,,,,Published matrix date is on/before due+30 grace.,
