cik,ticker,legal_name,continuation_group,continuation_status,continuation_date,continuation_source,issuer_type,sec_entity_type,sec_filer_category,company_type,sic,sic_description,market_tier,exchange,current_tickers,current_exchanges,state_of_incorporation,fiscal_year_end,phone,business_address,headquarters_city,headquarters_state_or_country,headquarters_country,employee_count,employee_count_as_of,company_size_bucket,size_basis,business_summary_excerpt,business_summary_matched_heading,employee_count_excerpt,profile_source_form,profile_source_filing_date,profile_source_accession,profile_source_url,profile_metadata_source,initial_matrix_due_date,initial_matrix_publication_date,initial_matrix_source,profile_completeness_flags,nasdaq_listing_date,initial_form_type,initial_source_type,post_vacatur_candidate_filings,reviewed_post_vacatur_filings,fetch_failed_filings,continued,initial_publication_lag_days,days_before_due,listing_year,due_year,filer_category_simplified,is_egc,is_smaller_reporting,is_large_accelerated,is_accelerated_any,sic_division,industry_theme,hq_group,is_actual_us_state_hq,geo_scope,hq_state_for_analysis,hq_city_state_for_analysis,market_tier_clean,employee_missing,employee_count_filled,log_employee_count,current_ticker_available,model_feature_count
1799011,LUCD,Lucid Diagnostics Inc.,continued,continued_other_narrative,2025-04-18,0001641172-25-005446,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,3841,Surgical & Medical Instruments & Apparatus,Capital Market,Nasdaq,LUCD,Nasdaq,DE,1231.0,212 949 4319,"360 MADISON AVENUE, 25TH FLOOR, NEW YORK, NY, 10017",NEW YORK,NY,,,,,sec_filer_category_only,"Unless the context otherwise requires, “ we ” , “ us ” , and “ our ” , the “ Company ” , “ Lucid ” and “ Lucid Diagnostics ” refer to Lucid Diagnostics Inc. and its subsidiaries LucidDx Labs Inc. ( “ LucidDx Labs ” ) and CapNostics, LLC ( “ CapNostics ” ). Background and Overview Lucid Diagnostics is a commercial-stage cancer prevention medical diagnostics technology company. Lucid is focused on the millions of patients with gastroesophageal reflux disease (“GERD”), also known as chronic heartburn, who are at risk of developing esophageal precancer and cancer, specifically highly lethal esophageal adenocarcinoma (“EAC”).",\bItem\s+1\.\s+Business\b,,10-K,2026-03-25,0001437749-26-009805,https://www.sec.gov/Archives/edgar/data/1799011/000143774926009805/lucd20251231_10k.htm,SEC submissions API cache,2022-10-14,2022-05-02,0001493152-22-011734,missing_employee_count,2021-10-14,DEF 14A,edgar_filing,8,8,0,1,200,165,2021,2022,"not stated, egc",1,0,0,0,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,NY,"New York, NY",Capital Market,1,113.0,4.736198448394496,1,50
1787740,VBIO,"Valion Bio, Inc.",continued,continued_other_narrative,2025-03-21,0000950170-25-043234,domestic,operating,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,domestic; operating; common stock,3845,Electromedical & Electrotherapeutic Apparatus,Capital Market,Nasdaq,VBIO,Nasdaq,DE,1231.0,(888)276-6888,"1305 E. HOUSTON STREET, BUILDING 1, SUITE 311, SAN ANTONIO, TX, 78205",SAN ANTONIO,TX,,52.0,"December 31, 2025",small (50-249 employees),employee_count_from_sec_filing,"Tivic™ Health Systems, Inc. is a late-stage biopharmaceutical company whose lead program is Entolimod™. Entolimod is a recombinant TLR5 agonist with an extensive preclinical and clinical data package supporting development as a medical countermeasure (MCM) for Acute Radiation Syndrome (ARS) and it subsyndromes, as well as for adjunct therapy for oncology indications, such as neutropenia. During fiscal year 2025, Tivic executed a deliberate and material strategic transformation: pivoting from a diversified bioelectronic medical device company to a focused biopharmaceutical company built around the TLR5 agonist franchise.",\bBusiness\s+Overview\b,"Human Capital Resources As of December 31, 2025, we had 52 full-time employees.",10-K,2026-03-30,0001437749-26-010343,https://www.sec.gov/Archives/edgar/data/1787740/000143774926010343/tivc20251231_10k.htm,SEC submissions API cache,2022-11-11,2022-05-02,0001140361-22-017248,,2021-11-11,DEF 14A,edgar_filing,11,11,0,1,172,193,2021,2022,"accelerated, smaller reporting, egc",1,1,0,1,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,TX,"San Antonio, TX",Capital Market,0,52.0,3.970291913552122,1,50
1851657,,"Vaxxinity, Inc.",not_continued,no_post_vacatur_relevant_filing,,,domestic,operating,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,domestic; operating; common stock,2834,Pharmaceutical Preparations,,Nasdaq,,,FL,1231.0,(254) 244-5739,"505 ODYSSEY WAY, EXPLORATION PARK, FL, 32953",EXPLORATION PARK,FL,,,,,sec_filer_category_only,"and its industry and other industries relevant to our business; the ability and willingness to devote adequate time to the work of the board of directors and its committees, as applicable; skills and personality that complement those of our other directors that helps build a board that is effective, collegial and responsive to the needs of our Company; strategic thinking and a willingness to share ideas; a diversity of experiences, expertise and background; and the ability to represent the interests of all of our stockholders. The information presented below regarding each director nominee also sets forth specific experience, qualifications, attributes and skills that led the board of directors to the conclusion that such individual should serve as a director in light of our business and structure. Louis Reese is one of our two co-founders and is the Executive Chairman of the Company.",\bOur\s+Business\b,,DEF 14A,2022-05-02,0001562762-22-000201,https://www.sec.gov/Archives/edgar/data/1851657/000156276222000201/vaxxdef14a4292022.htm,SEC submissions API cache,2022-11-11,2022-05-02,0001562762-22-000201,missing_employee_count,2021-11-11,DEF 14A,edgar_filing,0,0,0,0,172,193,2021,2022,"accelerated, smaller reporting, egc",1,1,0,1,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,FL,"Exploration Park, FL",Unknown market tier,1,113.0,4.736198448394496,0,50
1653482,GTLB,Gitlab Inc.,continued,continued_other_narrative,2025-05-01,0001628280-25-021573,domestic,operating,Large accelerated filer,domestic; operating; common stock,7372,Services-Prepackaged Software,Global Select,Nasdaq,GTLB,Nasdaq,DE,131.0,650-474-5175,"268 BUSH STREET, #350, SAN FRANCISCO, CA, 94104",SAN FRANCISCO,CA,,,,,sec_filer_category_only,"Overview GitLab is the intelligent orchestration platform for DevSecOps, where software teams and their Artificial Intelligence (“AI”) agents stay in flow to ship software faster. Built with a unified data model, our platform brings together development, operations, Information Technology (“IT”), security, and business teams across the entire software development lifecycle to deliver better, more secure software faster. AI has accelerated individual coding, but teams lose momentum coordinating across planning, testing, security, deployment, and operations. Fragmented toolchains and tool-specific AI agents create bottlenecks that slow software delivery. GitLab's intelligent orchestration helps solve this by enabling teams to orchestrate AI agents to execute tasks autonomously across the software lifecycle while maintaining quality, security, and speed.",\bItem\s+1\.\s+Business\b,,10-K,2026-03-17,0001628280-26-018731,https://www.sec.gov/Archives/edgar/data/1653482/000162828026018731/gtlb-20260131.htm,SEC submissions API cache,2022-10-14,2022-05-05,0001653482-22-000023,missing_employee_count,2021-10-14,DEF 14A,edgar_filing,6,6,0,1,203,162,2021,2022,large accelerated,0,0,1,1,Services,Technology,US,1,Actual US state HQ,CA,"San Francisco, CA",Global Select,1,113.0,4.736198448394496,1,50
1850453,,Mynaric AG,not_continued,not_continued_in_reviewed_filings,,,foreign_private_issuer,other,Non-accelerated filer<br>Emerging growth company,foreign_private_issuer; other; ADS,4899,"Communications Services, NEC",,Nasdaq,,,Germany,1231.0,4981057999106,"BERTHA-KIPFMUELLER-STRASSE 2-8, MUNICH, Germany, 81249",MUNICH,Germany,,,,,sec_filer_category_only,"—Regulatory Environment—Export Control Regime”), which supersedes the national dual-use regulations of the EU member states. Although the export of our CONDOR laser communication terminals is covered by the EU’s general export authorization ( EU-Allgemeingenehmigung ), we nevertheless will be required to obtain an (individual) export authorization if we export dual-use products to countries that are not covered by the EU’s general export authorization. In a number of other jurisdictions relevant to our operations, laser communication has not yet been specifically categorized as dual-use goods. If laser communication products were categorized as dual-use goods in other jurisdictions, our ability to sell products to certain markets could be adversely affected or we may be required to obtain export licenses.",\bItem\s+4\.\s+Information\s+on\s+the\s+Company\b,,20-F,2022-05-06,0001193125-22-143674,https://www.sec.gov/Archives/edgar/data/1850453/000119312522143674/d310942d20f.htm,SEC submissions API cache,2022-11-12,2022-05-06,0001193125-22-143674,missing_employee_count,2021-11-12,20-F,edgar_filing,15,15,0,0,175,190,2021,2022,"accelerated, egc",1,0,0,1,Transport/utilities,Other industries,Europe,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Unknown market tier,1,113.0,4.736198448394496,0,50
1871509,PTLO,Portillo's Inc.,continued,continued_other_narrative,2025-04-28,0001871509-25-000071,domestic,operating,Large accelerated filer,domestic; operating; common stock,5812,Retail-Eating  Places,Global Select,Nasdaq,PTLO,Nasdaq,DE,1227.0,(630) 954-3773,"C/O THE PORTILLO RESTAURANT GROUP, 2001 SPRING ROAD, SUITE 400, OAK BROOK, IL, 60523-1903",OAK BROOK,IL,,,,,sec_filer_category_only,"Portillo’s Inc. (the “Company"") was incorporated as a Delaware corporation on June 8, 2021, for the purpose of facilitating an initial public offering (""IPO"") and other related transactions in order to carry on the business of PHD Group Holdings LLC and its subsidiaries (“Portillo’s OpCo”). The Company became the sole managing member of Portillo’s OpCo and operates and controls all of the business and affairs of Portillo's OpCo. As a result, the Company consolidates the financial results of Portillo's OpCo and reports a non-controlling interest representing the economic interest in Portillo's OpCo held by the other members of Portillo's OpCo (the ""pre-IPO LLC Members""). Portillo’s Inc.",\bItem\s+1\.\s+Business\b,,10-K,2026-02-24,0001871509-26-000012,https://www.sec.gov/Archives/edgar/data/1871509/000187150926000012/ptlo-20251228.htm,SEC submissions API cache,2022-10-21,2022-05-09,0001193125-22-144334,missing_employee_count,2021-10-21,DEF 14A,edgar_filing,9,9,0,1,200,165,2021,2022,large accelerated,0,0,1,1,Retail,Retail / consumer,US,1,Actual US state HQ,IL,"Oak Brook, IL",Global Select,1,113.0,4.736198448394496,1,50
1704287,BJDX,"Bluejay Diagnostics, Inc.",continued,continued_other_narrative,2025-04-29,0001213900-25-036783,domestic,operating,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,domestic; operating; common stock,3841,Surgical & Medical Instruments & Apparatus,Capital Market,Nasdaq,BJDX,Nasdaq,DE,1231.0,(978) 631-0152,"360 MASSACHUSETTS AVENUE, SUITE 203, ACTON, MA, 01720",ACTON,MA,,6.0,"March 2, 2026",micro (<50 employees),employee_count_from_sec_filing,"Overview Bluejay Diagnostics, Inc. (“Bluejay”) is a medical diagnostics company focused on improving patient outcomes in critical care settings, with a focus on sepsis. We are working on developing rapid, near-patient tests using whole blood on our Symphony technology platform (“Symphony”), which consists of an analyzer and single-use protein detection cartridges. We do not yet have regulatory clearance for Symphony, and we will need to receive regulatory authorization from the U.S. Food and Drug Administration (the “FDA”) before Symphony can be marketed as a diagnostic product in the United States. We have completed the pre-clinical development of the Symphony analyzer.",\bItem\s+1\.\s+Business\b,"Employees As of March 2, 2026, we have 6 full-time employees, which includes one executive officer.",10-K,2026-03-06,0001213900-26-024616,https://www.sec.gov/Archives/edgar/data/1704287/000121390026024616/ea0279152-10k_bluejay.htm,SEC submissions API cache,2022-11-10,2022-05-13,0001213900-22-026051,,2021-11-10,DEF 14A,edgar_filing,8,8,0,1,184,181,2021,2022,"accelerated, smaller reporting, egc",1,1,0,1,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,MA,"Acton, MA",Capital Market,0,6.0,1.9459101490553132,1,50
1841330,KTTA,Pasithea Therapeutics Corp.,continued,continued_other_narrative,2025-07-14,0001213900-25-063716,domestic,operating,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,domestic; operating; common stock,2834,Pharmaceutical Preparations,Capital Market,Nasdaq,KTTA;KTTAW,Nasdaq;Nasdaq,DE,1231.0,(702) 514-4174,"1111 LINCOLN ROAD, SUITE 500, MIAMI BEACH, FL, 33139",MIAMI BEACH,FL,,,,,sec_filer_category_only,"Overview We are a clinical-stage biotechnology company focused on the discovery, research and development of innovative treatments for RASopathies, MAPK pathway-driven tumors, and other diseases, including central nervous system (CNS) disorders. Our Therapeutic Pipeline We are advancing a pipeline of two therapeutic product candidates, with a focus on our lead product candidate, PAS-004, a next-generation macrocyclic (as defined below) Mitogen-Activated Protein Kinase (“MEK”) inhibitor, that we believe may address the limitations and liabilities associated with existing drugs with a similar mechanism of action.",\bItem\s+1\.\s+Business\b,,10-K,2026-03-30,0001213900-26-036434,https://www.sec.gov/Archives/edgar/data/1841330/000121390026036434/ea0275535-10k_pasithea.htm,SEC submissions API cache,2022-09-15,2022-05-13,0001213900-22-026293,missing_employee_count,2021-09-15,DEF 14A,edgar_filing,6,6,0,1,240,125,2021,2022,"accelerated, smaller reporting, egc",1,1,0,1,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,FL,"Miami Beach, FL",Capital Market,1,113.0,4.736198448394496,1,50
1676238,BRZE,"Braze, Inc.",continued,continued_other_narrative,2025-05-15,0001140361-25-019268,domestic,operating,Large accelerated filer,domestic; operating; common stock,7372,Services-Prepackaged Software,Global Select,Nasdaq,BRZE,Nasdaq,DE,131.0,(609) 964-0585,"63 MADISON BUILDING, 28 E. 28TH ST., FLOOR 12 MAILROOM, NEW YORK, NY, 10016",NEW YORK,NY,,,,,sec_filer_category_only,", financial condition and share price; • our expectations regarding our reve nue and the timing of revenue recognition under our customer contracts, ex penses and other operating results; • our ability to acquire new customers and successfully retain existing customers; • our ability to increase usage of our platform and upsell and cross-sell additional products; • our ability to achieve or sustain our profitability; • future investments in our business, our anticipated capital expenditures and our estimates regarding our capital requirements; • the costs and success of our marketing efforts, and our ability to promote our brand; • our reliance on key personnel and our ability to identify, recruit and retain skilled personnel; • our growth strategies for our platform and our ability to effectively manage our growth, including any international expansion;",\bOur\s+Business\b,,10-K,2026-03-25,0001676238-26-000013,https://www.sec.gov/Archives/edgar/data/1676238/000167623826000013/brze-20260131.htm,SEC submissions API cache,2022-11-17,2022-05-18,0001140361-22-019788,missing_employee_count,2021-11-17,DEF 14A,edgar_filing,7,7,0,1,182,183,2021,2022,large accelerated,0,0,1,1,Services,Technology,US,1,Actual US state HQ,NY,"New York, NY",Global Select,1,113.0,4.736198448394496,1,50
1468327,RENT,"Rent the Runway, Inc.",continued,continued_other_narrative,2025-04-15,0001468327-25-000056,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,5990,"Retail-Retail Stores, NEC",Global Market,Nasdaq,RENT,Nasdaq,DE,131.0,2125246860,"10 JAY ST, BROOKLYN, NY, 11201",BROOKLYN,NY,,,,,sec_filer_category_only,"Overview Our mission is to power women to feel their best every day. Since our f ounding in November 2009, we have built the world’s first shared designer closet with thousands of styles by hundreds of brand partners. We give customers access to our “unlimited closet” through our subscription offering (“Subscription”) or the ability to rent a-la-carte through our reserve offering (“Reserve”). We also give our subscribers and customers the ability to buy our products through our Resale offering. Our Closet in the Cloud offers a wide assortment of items for every occasion, from evening wear and accessories to ready-to-wear, workwear, denim, casual, maternity, outerwear, blouses, knitwear, loungewear, jewelry, handbags, activewear and ski wear.",\bItem\s+1\.\s+Business\b,,10-K,2026-04-14,0001468327-26-000020,https://www.sec.gov/Archives/edgar/data/1468327/000146832726000020/wdq-20260131.htm,SEC submissions API cache,2022-10-27,2022-05-24,0001140361-22-020412,missing_employee_count,2021-10-27,DEF 14A,edgar_filing,8,8,0,1,209,156,2021,2022,"not stated, egc",1,0,0,0,Retail,Retail / consumer,US,1,Actual US state HQ,NY,"Brooklyn, NY",Global Market,1,113.0,4.736198448394496,1,50
1853816,DRMA,"Dermata Therapeutics, Inc.",continued,continued_other_narrative,2025-05-23,0001641172-25-012257,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,2834,Pharmaceutical Preparations,Capital Market,Nasdaq,DRMA;DRMAW,Nasdaq;Nasdaq,DE,1231.0,(858)-223-0882,"3525 DEL MAR HEIGHTS RD., #322, SAN DIEGO, CA, 92130",SAN DIEGO,CA,,,,,sec_filer_category_only,"All references in this report to “Dermata,” the “Company,” “we,” “us,” or “our” mean Dermata Therapeutics, Inc. unless stated otherwise or the context otherwise indicates. Overview We are a scientific leader in skincare, dedicated to the development and commercialization of products that address common and underserved skin conditions. Dermata initially was founded with a focus on researching and developing prescription products subject to the FDA approval process. As part of this focus, we had one lead asset, referred to as XYNGARI, also known as DMT310, which we had been studying in clinical trials for the treatment of moderate-to-severe acne. In March 2025, we announced that we achieved statistically significant results from our Phase 3 STAR-1 clinical trial of XYNGARI, formerly our lead prescription (“Rx”) candidate incorporating our Spongilla lacustris for moderate-to-severe acne.",\bItem\s+1\.\s+Business\b,,10-K,2026-03-26,0001493152-26-012992,https://www.sec.gov/Archives/edgar/data/1853816/000149315226012992/form10-k.htm,SEC submissions API cache,2022-08-13,2022-06-01,0001654954-22-007809,missing_employee_count,2021-08-13,DEF 14A,edgar_filing,8,8,0,1,292,73,2021,2022,"not stated, egc",1,0,0,0,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,CA,"San Diego, CA",Capital Market,1,113.0,4.736198448394496,1,50
1874097,CYN,Cyngn Inc.,continued,continued_other_narrative,2025-08-08,0001213900-25-073730,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,7371,Services-Computer Programming Services,Capital Market,Nasdaq,CYN,Nasdaq,DE,1231.0,650-924-5905,"1344 TERRA BELLA AVENUE, MOUNTAIN VIEW, CA, 94043",MOUNTAIN VIEW,CA,,62.0,"March 26, 2026",small (50-249 employees),employee_count_from_sec_filing,"Company Overview Cyngn Inc. is an autonomous vehicle (“AV”) technology company that is focused on addressing industrial uses for autonomous vehicles. We believe that technological innovation is needed to enable adoption of autonomous industrial vehicles that will address the substantial industry challenges that exist today. These challenges include labor shortages, high labor costs, and work safety. We integrate our full-stack autonomous driving software, DriveMod, onto vehicles manufactured by Original Equipment Manufacturers (“OEM”) by integration directly into vehicle assembly. We design the DriveMod to be compatible with sensors and components from leading hardware technology providers and integrate our proprietary AV software to produce differentiated autonomous vehicles.",\bItem\s+1\.\s+Business\b,"As of March 26, 2026, we had 62 full-time employees.",10-K,2026-03-27,0001213900-26-034900,https://www.sec.gov/Archives/edgar/data/1874097/000121390026034900/ea0277796-10k_cyngn.htm,SEC submissions API cache,2022-10-20,2022-06-22,0001213900-22-034398,,2021-10-20,DEF 14A,edgar_filing,11,11,0,1,245,120,2021,2022,"not stated, egc",1,0,0,0,Services,Technology,US,1,Actual US state HQ,CA,"Mountain View, CA",Capital Market,0,62.0,4.143134726391533,1,50
1468929,NXGL,"NEXGEL, INC.",continued,continued_same_matrix,2025-04-30,0001641172-25-007863,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,3841,Surgical & Medical Instruments & Apparatus,Capital Market,Nasdaq,NXGL;NXGLW,Nasdaq;Nasdaq,DE,1231.0,215 702-8550,"2150 CABOT BLVD WEST,, SUITE B, LANGHORNE, PA, 19047",LANGHORNE,PA,,19.0,"December 31, 2024",micro (<50 employees),employee_count_from_sec_filing,"Our Company We were incorporated in Delaware on January 13, 2009. We manufacture high water content, electron beam cross-linked, aqueous polymer hydrogels, or gels, used for wound care, medical diagnostics, transdermal drug delivery and cosmetics. We specialize in custom gels by capitalizing on proprietary manufacturing technologies. We have historically served as a contract manufacturer, supplying our gels to third parties who incorporate them into their own products. Beginning in 2020, we created two new lines of business for the company. First, our own line of branded consumer products sold direct to consumers. Second, we expanded into custom and white label opportunities, which focuses on combining our gels with proprietary branded products and white label opportunities.",\bItem\s+1\.\s+Business\b,"Human Capital As of December 31, 2024, we had 19 full-time employees.",10-K,2025-03-27,0001641172-25-000937,https://www.sec.gov/Archives/edgar/data/1468929/000164117225000937/form10-k.htm,SEC submissions API cache,2022-12-22,2022-07-18,0001493152-22-019575,,2021-12-22,DEF 14A,edgar_filing,7,2,0,1,208,157,2021,2022,"not stated, egc",1,0,0,0,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,PA,"Langhorne, PA",Capital Market,0,19.0,2.995732273553991,1,50
1782107,ONCO,"Onconetix, Inc.",continued,continued_other_narrative,2025-06-02,0001213900-25-049687,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,2834,Pharmaceutical Preparations,Capital Market,Nasdaq,ONCO,Nasdaq,DE,1231.0,513-620-4101,"201 E. FIFTH STREET, SUITE 1900, CINCINNATI, OH, 45202",CINCINNATI,OH,,,,,sec_filer_category_only,"Company Overview We are a commercial stage biotechnology company focused on the research, development, and commercialization of innovative solutions for men’s health and oncology. Through our acquisition of Proteomedix, which closed on December 15, 2023, we own Proclarix, an in vitro diagnostic test for prostate cancer originally developed by Proteomedix and approved for sale in the European Union under the In Vitro Diagnostic Regulation (“IVDR”), which we anticipate will be marketed in the U.S. as a lab developed test through our license agreement with LabCorp.",\bItem\s+1\.\s+Business\b,,10-K,2026-03-13,0001213900-26-027725,https://www.sec.gov/Archives/edgar/data/1782107/000121390026027725/ea0280547-10k_onconetix.htm,SEC submissions API cache,2023-02-18,2022-07-18,0001213900-22-039898,missing_employee_count,2022-02-18,DEF 14A,edgar_filing,11,11,0,1,150,215,2022,2023,"not stated, egc",1,0,0,0,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,OH,"Cincinnati, OH",Capital Market,1,113.0,4.736198448394496,1,50
1844971,GREE,Greenidge Generation Holdings Inc.,continued,continued_other_narrative,2025-04-28,0001193805-25-000565,domestic,operating,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,domestic; operating; common stock,6199,Finance Services,Global Select,Nasdaq,GREE;GREEL,Nasdaq;Nasdaq,DE,1231.0,315-536-2359,"1159 PITTSFORD-VICTOR ROAD, SUITE 240, PITTSFORD, NY, 14534",PITTSFORD,NY,,0.0,,micro (<50 employees),employee_count_from_sec_filing,". Overview We are a developer and operator of datacenters and powered assets designed to support energy-intensive computing workloads. We currently build, maintain and operate datacenters focused on bitcoin mining, along with related power and electric infrastructure. We generate revenue from (1) datacenter hosting, (2) cryptocurrency self-mining, and (3) power and capacity sales. We are increasingly focused on leveraging our power generation assets, grid interconnection rights and datacenter development expertise to support artificial intelligence (“AI ” ) and high-performance computing (“HPC ” ) workloads, which we believe represent a significant long-term growth opportunity.",\bItem\s+1\.\s+Business\b,We had no employees based outside of the United States.,10-K,2026-03-31,0001844971-26-000011,https://www.sec.gov/Archives/edgar/data/1844971/000184497126000011/gree-20251231.htm,SEC submissions API cache,2022-10-12,2022-07-28,0001140361-22-027197,,2021-10-12,DEF 14A,edgar_filing,7,7,0,1,289,76,2021,2022,"accelerated, smaller reporting, egc",1,1,0,1,Finance/real estate,Finance / real estate,US,1,Actual US state HQ,NY,"Pittsford, NY",Global Select,0,0.0,0.0,1,50
1534154,AUID,authID Inc.,not_continued,not_continued_in_reviewed_filings,,,domestic,operating,Non-accelerated filer<br>Smaller reporting company,domestic; operating; common stock,7372,Services-Prepackaged Software,Capital Market,Nasdaq,AUID,Nasdaq,DE,1231.0,516-274-8700,"1580 N. LOGAN ST., STE 660, UNIT 51767, DENVER, CO, 80203",DENVER,CO,,,,,sec_filer_category_only,"Overview authID Inc. (the “Company”) ensures enterprises “Know Who’s Behind the Device” TM for every customer or employee login and transaction, through its easy-to-integrate, patented, biometric identity platform. authID powers biometric identity proofing, biometric authentication, and account recovery with a fast, accurate, user-friendly experience. With our PrivacyKey™ solution, authID provides highly accurate biometric authentication while storing no biometric data. authID’s goal is to stop fraud at onboarding, blocks deepfakes, prevents account takeover, and eliminates password risks and costs, through the faster, frictionless, and most accurate user identity experience demanded by today’s digital ecosystem. Our Platform Our cloud-based platform was developed with internally developed software as well as acquired and licensed technology and provides the following core services:",\bItem\s+1\.\s+Business\b,,10-K,2026-03-31,0001213900-26-037459,https://www.sec.gov/Archives/edgar/data/1534154/000121390026037459/ea0275977-10k_authid.htm,SEC submissions API cache,2022-08-25,2022-08-05,0001213900-22-044960,missing_employee_count,2021-08-25,DEF 14A,edgar_filing,3,3,0,0,345,20,2021,2022,"accelerated, smaller reporting",0,1,0,1,Services,Technology,US,1,Actual US state HQ,CO,"Denver, CO",Capital Market,1,113.0,4.736198448394496,1,50
1807794,CRDO,Credo Technology Group Holding Ltd,continued,continued_other_narrative,2025-08-25,0001807794-25-000010,domestic,operating,Large accelerated filer,domestic; operating; ordinary shares,3674,Semiconductors & Related Devices,Global Select,Nasdaq,CRDO,Nasdaq,Cayman Islands,429.0,(408) 664-9329,"C/O MAPLES CORPORATE SERVICES, LIMITED, PO BOX 309, UGLAND HOUSE, GRAND CAYMAN, Cayman Islands, KY1-1104",GRAND CAYMAN,Cayman Islands,,,,,sec_filer_category_only,"Company Overview At Credo, our mission is to redefine high-speed connectivity by delivering breakthrough solutions that enable the next generation of AI-driven applications. We are committed to enabling faster, more reliable, more energy-efficient, and scalable solutions that support the ever-expanding demands of AI, cloud computing and hyperscale networks. Our connectivity solutions are optimized for optical and electrical Ethernet and PCIe applications, including the 100G (or Gigabits per second), 200G, 400G, 800G and emerging 1.6T (or Terabits per second) ethernet markets and the 32G PCIe5 and upcoming 64G PCIe6 markets. Our products are based on our Serializer/Deserializer (SerDes) and Digital Signal Processor (DSP) technologies. Our product families include integrated circuits (ICs), Active Electrical Cables (AECs) and SerDes Chiplets.",\bItem\s+1\.\s+Business\b,,10-K,2025-07-02,0001628280-25-033813,https://www.sec.gov/Archives/edgar/data/1807794/000162828025033813/crdo-20250503.htm,SEC submissions API cache,2023-01-27,2022-08-09,0001628280-22-021966,missing_employee_count,2022-01-27,DEF 14A,edgar_filing,3,3,0,1,194,171,2022,2023,large accelerated,0,0,1,1,Manufacturing,Technology,US,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Global Select,1,113.0,4.736198448394496,1,50
1628945,,Cue Health Inc.,not_continued,no_post_vacatur_relevant_filing,,,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,3826,Laboratory Analytical Instruments,,Nasdaq,,,,1231.0,(858) 412-8151,"4980 CARROLL CANYON ROAD, SUITE 100, SAN DIEGO, CA, 92121",SAN DIEGO,CA,,,,,sec_filer_category_only,"is managed under the direction of our board of directors, which is currently comprised of seven members. Five of our seven directors are independent within the meaning of the independent director requirements of the Nasdaq Global Market (“Nasdaq”). Our board of directors is divided into three classes with staggered three-year terms. At each annual meeting of stockholders, a Class of directors will be elected for a three-year term to succeed the same Class whose term is then expiring. The following table sets forth the names and certain other information about each of our current directors as of March 31, 2022:",\bOur\s+Business\b,,10-K/A,2022-04-29,0001628945-22-000045,https://www.sec.gov/Archives/edgar/data/1628945/000162894522000045/a2021123110-ka.htm,SEC submissions API cache,2022-09-24,2022-08-09,0001628945-22-000096,missing_employee_count,2021-09-24,DEF 14A,edgar_filing,0,0,0,0,319,46,2021,2022,"not stated, egc",1,0,0,0,Manufacturing,Other industries,US,1,Actual US state HQ,CA,"San Diego, CA",Unknown market tier,1,113.0,4.736198448394496,0,50
